Liste,Section,Genre,Nom,Position,Tete de liste
MATINIK DOUBOUT !,Centre,m,Joël VICTORIN,15,0
MATINIK DOUBOUT !,Centre,f,Murielle BRAVO,16,0
MATINIK DOUBOUT !,Centre,m,Rose MAZARIN,17,0
MATINIK DOUBOUT !,Fort-de-France,m,Philippe ALINE,1,0
MATINIK DOUBOUT !,Fort-de-France,f,Lyne LECHALLIER,2,0
MATINIK DOUBOUT !,Fort-de-France,m,Stéphan EUGENIA,3,0
MATINIK DOUBOUT !,Fort-de-France,f,Betty ESTRIPEAUT,4,0
MATINIK DOUBOUT !,Fort-de-France,m,Raymond LEMONY,5,0
MATINIK DOUBOUT !,Fort-de-France,f,Marie-Gabrielle MARGUERITE,6,0
MATINIK DOUBOUT !,Fort-de-France,m,Jérémie OPTALY,7,0
MATINIK DOUBOUT !,Fort-de-France,f,Line PERASTE,8,0
MATINIK DOUBOUT !,Fort-de-France,m,Christian ALPHONSINE,9,0
MATINIK DOUBOUT !,Fort-de-France,f,Ghislaine PIVETAL,10,0
MATINIK DOUBOUT !,Fort-de-France,m,Ange BAZILE,11,0
MATINIK DOUBOUT !,Fort-de-France,f,Doryane OZEE EPOUSE LAMPLA,12,0
MATINIK DOUBOUT !,Fort-de-France,m,Alex ZIZI,13,0
MATINIK DOUBOUT !,Fort-de-France,f,Elisa NAROU,14,0
MATINIK DOUBOUT !,Fort-de-France,m,Alex BERNARD,15,0
MATINIK DOUBOUT !,Nord,f,Astrid RODAP,1,0
MATINIK DOUBOUT !,Nord,m,Marcel Léopold OLIERE,2,0
MATINIK DOUBOUT !,Nord,f,Line-Rose TELUSSON,3,0
MATINIK DOUBOUT !,Nord,m,Fabrice RANGUIN,4,0
MATINIK DOUBOUT !,Nord,f,Chantal DEGREEF-CARASCO,5,0
MATINIK DOUBOUT !,Nord,m,Roger GRANGENOIS,6,0
MATINIK DOUBOUT !,Nord,f,Marie Nadine NOMER,7,0
MATINIK DOUBOUT !,Nord,m,Alexandre Emmanuel MARTIAL,8,0
MATINIK DOUBOUT !,Nord,f,Joëlle GODARD,9,0
MATINIK DOUBOUT !,Nord,m,Ellias LARO,10,0
MATINIK DOUBOUT !,Nord,f,Miguèle MONTOUT,11,0
MATINIK DOUBOUT !,Nord,m,Joël JOLY,12,0
MATINIK DOUBOUT !,Nord,f,Netty JEAN-BAPTISTE,13,0
MATINIK DOUBOUT !,Nord,m,Franceman VERNON,14,0
MATINIK DOUBOUT !,Nord,f,Marcelle GRANGENOIS,15,0
MATINIK DOUBOUT !,Nord,m,Roberto ROSE-ANTOINETTE,16,0
MATINIK DOUBOUT !,Sud,m,Philippe PETIT,1,1
MATINIK DOUBOUT !,Sud,f,Isabelle MOLE,2,0
MATINIK DOUBOUT !,Sud,m,Daniel CYTHERE,3,0
MATINIK DOUBOUT !,Sud,f,Nathalie SAINTE-ROSE,4,0
MATINIK DOUBOUT !,Sud,m,Philippe SIVATTE,5,0
MATINIK DOUBOUT !,Sud,f,Charlem PICOT,6,0
MATINIK DOUBOUT !,Sud,m,Pierre MALSA,7,0
MATINIK DOUBOUT !,Sud,f,Hélène BRAFINE,8,0
MATINIK DOUBOUT !,Sud,m,Jean Michel LETQUIMOUNIN,9,0
MATINIK DOUBOUT !,Sud,f,Judith BERNADINE,10,0
MATINIK DOUBOUT !,Sud,m,Tully THELAMON,11,0
MATINIK DOUBOUT !,Sud,f,Christelle PARTY,12,0
MATINIK DOUBOUT !,Sud,m,Judes MARIE-SAINTE,13,0
MATINIK DOUBOUT !,Sud,f,Soraya YAZZA,14,0
MATINIK DOUBOUT !,Sud,m,Jean BAUDIN,15,0
MATINIK DOUBOUT !,Sud,f,Patricia TANASI EPOUSE PETIT,16,0
DECLIC,Centre,f,Joel Christine JEANVILLE EPSE LINORD,1,0
DECLIC,Centre,m,Jerome JOSEPH,2,0
DECLIC,Centre,f,Vanina Julie MILLON-BERTILLE,3,0
DECLIC,Centre,m,Nikita CAPGRAS,4,0
DECLIC,Centre,f,Josiane Brigitte REJON,5,0
DECLIC,Centre,m,Gregory Daniel MANSUELA,6,0
DECLIC,Centre,f,Sarah Emmanuelle REGIS,7,0
DECLIC,Centre,m,Mathias POTIRON,8,0
DECLIC,Centre,f,Nadine ZOBDA,9,0
DECLIC,Centre,m,Romain Yves-André BARCLAIS,10,0
DECLIC,Centre,f,Catherine Olivier MARTHE-ROSE,11,0
DECLIC,Centre,m,Marie-Michel Daniel LORTO,12,0
DECLIC,Centre,f,Quelly Natacha LONETE,13,0
DECLIC,Centre,m,Christophe Eddy CASTOR,14,0
DECLIC,Centre,f,Sandra Marie CABRISSEAU,15,0
DECLIC,Centre,m,Julien LETCHIMY,16,0
DECLIC,Centre,f,Joannifer Chantal JOSEPH,17,0
DECLIC,Fort-de-France,m,Philippe JOCK,1,1
DECLIC,Fort-de-France,f,Laurence HUNEL-OZIER LAFONTAINE,2,0
DECLIC,Fort-de-France,m,Vincent PALCY,3,0
DECLIC,Fort-de-France,f,Nicole EDON-ROMANA,4,0
DECLIC,Fort-de-France,m,Jean-Pierre DOUBEL,5,0
DECLIC,Fort-de-France,f,Corine CHARLES,6,0
DECLIC,Fort-de-France,m,Victor JEAN-BAPTISTE,7,0
DECLIC,Fort-de-France,f,Aurelie Andréa CARBETY,8,0
DECLIC,Fort-de-France,m,Alain LINISE,9,0
DECLIC,Fort-de-France,f,Marie-Laure JORITE,10,0
DECLIC,Fort-de-France,m,Philippe NORBERT,11,0
DECLIC,Fort-de-France,f,Marilyne CHOMET EPOUSE ERICHER,12,0
DECLIC,Fort-de-France,m,Raymond GOUAIT,13,0
DECLIC,Fort-de-France,f,Deborah APANON,14,0
DECLIC,Fort-de-France,m,Julien SELLAYE,15,0
DECLIC,Nord,f,Marie Clotilde HARDY-DESSOURCES,1,0
DECLIC,Nord,m,Daniel CHOMET,2,0
DECLIC,Nord,f,Audrey RETORY,3,0
DECLIC,Nord,m,Jean-Frantz CAUVER,4,0
DECLIC,Nord,f,Nicole SAINT-HONORE,5,0
DECLIC,Nord,m,Henri ROMANA,6,0
DECLIC,Nord,f,Marie-George JEAN,7,0
DECLIC,Nord,m,Jean-Joseph MALIDOR,8,0
DECLIC,Nord,f,Eliane CESTO,9,0
DECLIC,Nord,m,Eric Felix NOLEO,10,0
DECLIC,Nord,f,Lucia PHAROSE,11,0
DECLIC,Nord,m,Georges Joel HARPON,12,0
DECLIC,Nord,f,Line JESBAC,13,0
DECLIC,Nord,m,Hilaire THALMENSY,14,0
DECLIC,Nord,f,Coralie CHABAL,15,0
DECLIC,Nord,m,Willy David LOUISIN,16,0
DECLIC,Sud,m,Serge SAINTE-ROSE,1,0
DECLIC,Sud,f,Lisa AGATHINE,2,0
DECLIC,Sud,m,Henri CAGE,3,0
DECLIC,Sud,f,Clarisse MAITREL,4,0
DECLIC,Sud,m,Jean-Claude MANERE,5,0
DECLIC,Sud,f,Suzy SOREL,6,0
DECLIC,Sud,m,Alain JEANVILLE,7,0
DECLIC,Sud,f,Murielle VENTADOUR,8,0
DECLIC,Sud,m,William PICOT,9,0
DECLIC,Sud,f,Esther DOMERGE-MAIKOOUVA,10,0
DECLIC,Sud,m,Giovanni JUBENOT,11,0
DECLIC,Sud,f,Aurore LARCHER,12,0
DECLIC,Sud,m,Miguel ALLAGUY-SALACHY,13,0
DECLIC,Sud,f,Mylene MANER,14,0
DECLIC,Sud,m,Johan VIOLTON,15,0
DECLIC,Sud,f,Patricia VIGEE,16,0
TOUS POUR LA MARTINIQUE,Centre,m,François SAMATHAY,1,0
TOUS POUR LA MARTINIQUE,Centre,f,Céline Josèphe CROCHERAY,2,0
TOUS POUR LA MARTINIQUE,Centre,m,Cédric Gaëtan JOSEPH-AUGUSTE,3,0
TOUS POUR LA MARTINIQUE,Centre,f,Patricia Timothée TRABOT,4,0
TOUS POUR LA MARTINIQUE,Centre,m,Andy Pascal MARC,5,0
TOUS POUR LA MARTINIQUE,Centre,f,Joëlle GRANGER,6,0
TOUS POUR LA MARTINIQUE,Centre,m,Alexandre Léon GLORIANNE,7,0
TOUS POUR LA MARTINIQUE,Centre,f,Marie Chantal ETILE,8,0
TOUS POUR LA MARTINIQUE,Centre,m,Théo GOURPIL,9,0
TOUS POUR LA MARTINIQUE,Centre,f,Marie-Tessie CHAUVET,10,0
TOUS POUR LA MARTINIQUE,Centre,m,Frantz Philippe PAUL,11,0
TOUS POUR LA MARTINIQUE,Centre,f,Louise Monique LOUISON,12,0
TOUS POUR LA MARTINIQUE,Centre,m,Thierry Patrick BALAIR,13,0
TOUS POUR LA MARTINIQUE,Centre,f,Bernabé Evelyne HIPPOCRATE,14,0
TOUS POUR LA MARTINIQUE,Centre,m,Julian GLORIANNE,15,0
TOUS POUR LA MARTINIQUE,Centre,f,Danielle VOLANGER,16,0
TOUS POUR LA MARTINIQUE,Centre,m,Joakim RINTO,17,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Cédric Lionel LUTECETTE,1,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Nicole Elise ENELEDA,2,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Xiongsheng WU,3,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Rachelle Gabrielle LOWENSKY,4,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Judes Vincent GELY,5,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Mathy Ernest EPHELTION,6,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Serge Emile CLOVEL,7,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Micheline LIMERY,8,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Claude Flavien DICANOT,9,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Sabrina Jocelyne DONARDIN,10,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Eugène Jean-Michel MANGATA,11,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Michèle CAMINADE,12,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Joël Yves LUBIN,13,0
TOUS POUR LA MARTINIQUE,Fort-de-France,f,Gaël SAINTE-ROSE,14,0
TOUS POUR LA MARTINIQUE,Fort-de-France,m,Raymond MEZIN,15,0
TOUS POUR LA MARTINIQUE,Nord,m,Ralph Donald Yves MONPLAISIR,1,1
TOUS POUR LA MARTINIQUE,Nord,f,Marie-Line Louise ETIENNE,2,0
TOUS POUR LA MARTINIQUE,Nord,m,Thierry Fortuné MARECHAL,3,0
TOUS POUR LA MARTINIQUE,Nord,f,Georgette Josèphe MANGATA,4,0
TOUS POUR LA MARTINIQUE,Nord,m,Patrice PALCY,5,0
TOUS POUR LA MARTINIQUE,Nord,f,Marie Blanche Dominique DE JAHAM,6,0
TOUS POUR LA MARTINIQUE,Nord,m,Pierre Eléonore MIDELTON,7,0
TOUS POUR LA MARTINIQUE,Nord,f,Rosete Vincente CREMAS,8,0
TOUS POUR LA MARTINIQUE,Nord,m,Adolphe ASTARTE,9,0
TOUS POUR LA MARTINIQUE,Nord,f,Catherine Valentine PETILAIRE,10,0
TOUS POUR LA MARTINIQUE,Nord,m,Rémy ANATOLE,11,0
TOUS POUR LA MARTINIQUE,Nord,f,Suzie ARCADE,12,0
TOUS POUR LA MARTINIQUE,Nord,m,Charles EUPHROSINE,13,0
TOUS POUR LA MARTINIQUE,Nord,f,Josiane CHELIM,14,0
TOUS POUR LA MARTINIQUE,Nord,m,Jean KELSCH,15,0
TOUS POUR LA MARTINIQUE,Nord,f,Anna MOUSTAQUIL,16,0
TOUS POUR LA MARTINIQUE,Sud,f,Audrey Arielle GIRAUD,1,0
TOUS POUR LA MARTINIQUE,Sud,m,Jimmy RAYMOND,2,0
TOUS POUR LA MARTINIQUE,Sud,f,Monique Françoise EPHESTION,3,0
TOUS POUR LA MARTINIQUE,Sud,m,Gustave Gontran AUGIER,4,0
TOUS POUR LA MARTINIQUE,Sud,f,Valérie EDOUARD,5,0
TOUS POUR LA MARTINIQUE,Sud,m,Jean-Marie BERTELOOT,6,0
TOUS POUR LA MARTINIQUE,Sud,f,Claire Rosette LATOUCHENT,7,0
TOUS POUR LA MARTINIQUE,Sud,m,Enzo Antoine LAPLUME,8,0
TOUS POUR LA MARTINIQUE,Sud,f,Jade Sophie MAACHI,9,0
TOUS POUR LA MARTINIQUE,Sud,m,Arnaud Jean-Marc BELLIARD,10,0
TOUS POUR LA MARTINIQUE,Sud,f,Laurence Marie-Line TIBERINUS,11,0
TOUS POUR LA MARTINIQUE,Sud,m,Jean Paul ADLEY,12,0
TOUS POUR LA MARTINIQUE,Sud,f,Yannick Sabine CORAIN,13,0
TOUS POUR LA MARTINIQUE,Sud,m,Félix Christian PORFAL,14,0
TOUS POUR LA MARTINIQUE,Sud,f,Chantal Marthe DESROSES,15,0
TOUS POUR LA MARTINIQUE,Sud,m,Gérald Gilles RONDEL,16,0
GRAN SANBLE POU MATINIK,Centre,m,Philippe EDMOND-MARIETTE,1,0
GRAN SANBLE POU MATINIK,Centre,f,Francine CARIUS,2,0
GRAN SANBLE POU MATINIK,Centre,m,Daniel MARIE-SAINTE,3,0
GRAN SANBLE POU MATINIK,Centre,f,Marie-Hélène LEOTIN,4,0
GRAN SANBLE POU MATINIK,Centre,m,Gilbert COUTURIER,5,0
GRAN SANBLE POU MATINIK,Centre,f,Margaret TANGER,6,0
GRAN SANBLE POU MATINIK,Centre,m,Max CASIMIR,7,0
GRAN SANBLE POU MATINIK,Centre,f,Christiane BAURAS,8,0
GRAN SANBLE POU MATINIK,Centre,m,Serge Christian CAPGRAS,9,0
GRAN SANBLE POU MATINIK,Centre,f,Thomassine Sylviane LABEJOF,10,0
GRAN SANBLE POU MATINIK,Centre,m,Fabrice DUNON,11,0
GRAN SANBLE POU MATINIK,Centre,f,Line-Rose ROSAMONT-URSULET,12,0
GRAN SANBLE POU MATINIK,Centre,m,Sylvio Robert GIBON,13,0
GRAN SANBLE POU MATINIK,Centre,f,Viviane PROSPER,14,0
GRAN SANBLE POU MATINIK,Centre,m,Solen Manussala BAURAS,15,0
GRAN SANBLE POU MATINIK,Centre,f,Guylène BONFEUILLE,16,0
GRAN SANBLE POU MATINIK,Centre,m,Roger ALCINDOR,17,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Francis CAROLE,1,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Christiane EMMANUEL,2,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Miguel LAVENTURE,3,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Rolande GRUBO,4,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Clément CHARPENTIER-TITY,5,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Génya JOS,6,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Michel BRANCHI,7,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Sylviane CURTON,8,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Paul CAZAL,9,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Jill BOUTRIN,10,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Gilles JEAN-BAPTISTE,11,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Vanessa BARTY,12,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Jean BELLETERRE,13,0
GRAN SANBLE POU MATINIK,Fort-de-France,f,Régine STANISLAS,14,0
GRAN SANBLE POU MATINIK,Fort-de-France,m,Max MONAN,15,0
GRAN SANBLE POU MATINIK,Nord,m,Justin PAMPHILE,1,0
GRAN SANBLE POU MATINIK,Nord,f,Nadia Emilienne LIMIER,2,0
GRAN SANBLE POU MATINIK,Nord,m,Louis BOUTRIN,3,0
GRAN SANBLE POU MATINIK,Nord,f,Marie-Frédérique ADREA-LORDINOT,4,0
GRAN SANBLE POU MATINIK,Nord,m,Lionel DESROSES,5,0
GRAN SANBLE POU MATINIK,Nord,f,Céline LOUISOR,6,0
GRAN SANBLE POU MATINIK,Nord,m,Max Clarisse MICHALON,7,0
GRAN SANBLE POU MATINIK,Nord,f,Viviane Marguerite BELLIARD,8,0
GRAN SANBLE POU MATINIK,Nord,m,Lucien CESARINE,9,0
GRAN SANBLE POU MATINIK,Nord,f,Roseline CATALAN,10,0
GRAN SANBLE POU MATINIK,Nord,m,José ZABEAU,11,0
GRAN SANBLE POU MATINIK,Nord,f,Colette ROSSI EPOUSE LOURI,12,0
GRAN SANBLE POU MATINIK,Nord,m,Claude Raymond COSSOU,13,0
GRAN SANBLE POU MATINIK,Nord,f,Elisabeth ROSALIE,14,0
GRAN SANBLE POU MATINIK,Nord,m,Herbert GEORGE,15,0
GRAN SANBLE POU MATINIK,Nord,f,Marie-George Christiane VETRO,16,0
GRAN SANBLE POU MATINIK,Sud,m,Alfred MARIE-JEANNE,1,1
GRAN SANBLE POU MATINIK,Sud,f,Stéphanie NORCA,2,0
GRAN SANBLE POU MATINIK,Sud,m,José MIRANDE,3,0
GRAN SANBLE POU MATINIK,Sud,f,Manuella CLEM-BERTHOLO,4,0
GRAN SANBLE POU MATINIK,Sud,m,Eugène LARCHER,5,0
GRAN SANBLE POU MATINIK,Sud,f,Sandra VALENTIN,6,0
GRAN SANBLE POU MATINIK,Sud,m,Marius NARCISSOT,7,0
GRAN SANBLE POU MATINIK,Sud,f,Josiane PINVILLE,8,0
GRAN SANBLE POU MATINIK,Sud,m,Valéry Irmine ADJUTOR,9,0
GRAN SANBLE POU MATINIK,Sud,f,Délhia LOUIS-SIDNEY,10,0
GRAN SANBLE POU MATINIK,Sud,m,Jocelyn INAMO,11,0
GRAN SANBLE POU MATINIK,Sud,f,Christiane PHAROSE,12,0
GRAN SANBLE POU MATINIK,Sud,m,Youri Nelson FERDINAND,13,0
GRAN SANBLE POU MATINIK,Sud,f,Sabrina BACHE,14,0
GRAN SANBLE POU MATINIK,Sud,m,Lucien ADENET,15,0
GRAN SANBLE POU MATINIK,Sud,f,Peggy DORESSAMY,16,0
LA MARTINIQUE AVANCE,Centre,m,Daniel Jean-Charles AJOUP,1,0
LA MARTINIQUE AVANCE,Centre,f,Claire Marie-Joseph Tatiana CONCY,2,0
LA MARTINIQUE AVANCE,Centre,m,Jean Marie André JACQUES-GUSTAVE,3,0
LA MARTINIQUE AVANCE,Centre,f,Marie Julie Jeanine Michelle FERDINAND (BREDAS),4,0
LA MARTINIQUE AVANCE,Centre,m,Gary RANDINE,5,0
LA MARTINIQUE AVANCE,Centre,f,Chantal RAPHAEL,6,0
LA MARTINIQUE AVANCE,Centre,m,Carl Claude CARDON,7,0
LA MARTINIQUE AVANCE,Centre,f,Patricia JOSEPH,8,0
LA MARTINIQUE AVANCE,Centre,m,Gilles Henri Robert Guy GRESSIER,9,0
LA MARTINIQUE AVANCE,Centre,f,Patricia Vincent ABAUL,10,0
LA MARTINIQUE AVANCE,Centre,m,Jean-Pierre Patrice LAFONTAINE,11,0
LA MARTINIQUE AVANCE,Centre,f,Martine COROSINE,12,0
LA MARTINIQUE AVANCE,Centre,m,George Jean-Baptiste VIGNE,13,0
LA MARTINIQUE AVANCE,Centre,f,Natacha RALAISOMAY,14,0
LA MARTINIQUE AVANCE,Centre,m,Samuel Félix FIRMIN,15,0
LA MARTINIQUE AVANCE,Centre,f,Sophie BOISSON,16,0
LA MARTINIQUE AVANCE,Centre,m,Castri Miguel IDEA,17,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Charlotte Emilie GRESSIER,1,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Mickael QUIQUINE,2,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Marie-Paule Mrcelline FERDINAND,3,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Nathanael Georges Guillaume PERMAL,4,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Nicole MAUVOIS,5,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Jean-Jérome IZAMBARD,6,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Laure LAMBERT,7,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Olivier HOCQUET,8,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Anne-Marie MONROSE,9,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Jean Victor LITTRE,10,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Karine LIN-SI HOCQUET,11,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Ludovic Jean-Marie MASSON,12,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Céline FAURE,13,0
LA MARTINIQUE AVANCE,Fort-de-France,m,Idris Irenée ANTONIN,14,0
LA MARTINIQUE AVANCE,Fort-de-France,f,Jessica Ludivine ZOZIME,15,0
LA MARTINIQUE AVANCE,Nord,m,Guy Christian Marie FERDINAND,1,1
LA MARTINIQUE AVANCE,Nord,f,Rosemonde Andrée ZEBO JOURDAN,2,0
LA MARTINIQUE AVANCE,Nord,m,Noel CICALINI,3,0
LA MARTINIQUE AVANCE,Nord,f,Christine HUYGHUES DESPOINTES,4,0
LA MARTINIQUE AVANCE,Nord,m,José LEGER,5,0
LA MARTINIQUE AVANCE,Nord,f,Morgane ARAGONES,6,0
LA MARTINIQUE AVANCE,Nord,m,Steeve GOUYER,7,0
LA MARTINIQUE AVANCE,Nord,f,Léa-Marie SIMONIN-CAUVEMBERG,8,0
LA MARTINIQUE AVANCE,Nord,m,Benoit GIRIER,9,0
LA MARTINIQUE AVANCE,Nord,f,Genevieve Marie Chantal MELLIER VEUVE DINS,10,0
LA MARTINIQUE AVANCE,Nord,m,Valere Florentin JEAN,11,0
LA MARTINIQUE AVANCE,Nord,f,Rebecca HIERSO,12,0
LA MARTINIQUE AVANCE,Nord,m,Ismael NESTILE,13,0
LA MARTINIQUE AVANCE,Nord,f,Lorena Felicie ZEBO,14,0
LA MARTINIQUE AVANCE,Nord,m,Bruno Joel Arsene CAUVEMBERG,15,0
LA MARTINIQUE AVANCE,Nord,f,Gueruista JEAN FRANCOIS,16,0
LA MARTINIQUE AVANCE,Sud,m,Vianney François Marie CAUDRON,1,0
LA MARTINIQUE AVANCE,Sud,f,Line Barthélémy RIQUIER,2,0
LA MARTINIQUE AVANCE,Sud,m,Pierre-Walter Thierry Mike VARKALA,3,0
LA MARTINIQUE AVANCE,Sud,f,Emilie JONCART,4,0
LA MARTINIQUE AVANCE,Sud,m,Stephane Jean Roger ISAAC,5,0
LA MARTINIQUE AVANCE,Sud,f,Marie-Louise Hélène GRESSIER,6,0
LA MARTINIQUE AVANCE,Sud,m,Christophe  Edouard Abel BONITEAU,7,0
LA MARTINIQUE AVANCE,Sud,f,Sonia CARDOSO,8,0
LA MARTINIQUE AVANCE,Sud,m,Diego Gabriel Andréa ESTEBAN,9,0
LA MARTINIQUE AVANCE,Sud,f,Evelyne Edmond RIQUIER,10,0
LA MARTINIQUE AVANCE,Sud,m,Patrice Claude Louis FEYRY,11,0
LA MARTINIQUE AVANCE,Sud,f,Lyvia Sarah Eugénie MERLINI,12,0
